timestamp,feedback,sentiment,urgency,emotion,category
2025-01-20T19:11:24,අද සුපිරි අත්දැකීමක් ලැබුණා! ❤️,Very Positive,Low,joy,Delivery
2025-01-20T19:54:15,Everything was perfect. Thank you!,Very Positive,Low,joy,Cleanliness
2025-01-20T23:04:41,"Food was good, service could be faster.",Positive,Low,satisfaction,Pricing
2025-01-20T23:11:37,Everything was perfect. Thank you!,Very Positive,Medium,gratitude,Takeaway Issues
2025-01-20T23:25:57,Everything was perfect. Thank you!,Very Positive,Low,satisfaction,Food Quality
2025-01-21T00:10:07,நல்ல அனுபவம்.,Positive,Low,satisfaction,Food Quality
2025-01-21T01:00:23,Amazing service and delicious noodles!,Very Positive,Low,gratitude,Customer Service
2025-01-21T01:07:32,நல்ல அனுபவம்.,Positive,Medium,satisfaction,Cleanliness
2025-01-21T02:25:13,Amazing service and delicious noodles!,Very Positive,Low,gratitude,Customer Service
2025-01-21T03:43:00,Absolutely loved the food today!,Very Positive,High,satisfaction,Food Quality
2025-01-21T04:57:59,It was okay.,Neutral,Low,indifference,Waiting Time
2025-01-21T06:59:14,Absolutely loved the food today!,Very Positive,Low,gratitude,Pricing
2025-01-21T07:11:53,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Low,satisfaction,Cleanliness
2025-01-21T10:55:39,අද සුපිරි අත්දැකීමක් ලැබුණා! ❤️,Very Positive,High,gratitude,Waiting Time
2025-01-21T11:08:28,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Medium,gratitude,Delivery
2025-01-21T13:19:55,අද සුපිරි අත්දැකීමක් ලැබුණා! ❤️,Very Positive,Low,satisfaction,Other
2025-01-21T14:13:19,Everything was perfect. Thank you!,Very Positive,Low,joy,Other
2025-01-21T14:41:11,Absolutely loved the food today!,Very Positive,Medium,gratitude,Pricing
2025-01-21T15:13:42,"ආහාරය රසයි, සේවාව තව හොඳ වෙන්න පුළුවන්.",Positive,Medium,satisfaction,Pricing
2025-01-21T15:29:13,Everything was perfect. Thank you!,Very Positive,Low,satisfaction,Customer Service
2025-01-21T15:57:34,Everything was perfect. Thank you!,Very Positive,Low,gratitude,Pricing
2025-01-21T16:25:28,ආහාරය සුපිරියි! අතිශයින් සතුටුයි!,Very Positive,Medium,satisfaction,Cleanliness
2025-01-21T19:05:16,Everything was perfect. Thank you!,Very Positive,Low,gratitude,Delivery
2025-01-21T19:37:31,Nothing special to mention.,Neutral,Low,calm,Delivery
2025-01-21T21:09:22,நல்ல சேவை மற்றும் சுவையான உணவு!,Very Positive,Low,gratitude,Delivery
2025-01-21T22:35:42,Absolutely loved the food today!,Very Positive,Low,joy,Delivery
2025-01-21T22:52:20,Absolutely loved the food today!,Very Positive,Low,gratitude,Pricing
2025-01-22T01:03:07,ආහාරය සුපිරියි! අතිශයින් සතුටුයි!,Very Positive,Medium,gratitude,Food Quality
2025-01-22T01:40:58,உணவு அருமை! நன்றி!,Very Positive,Low,joy,Cleanliness
2025-01-22T01:41:17,மிகுந்த மகிழ்ச்சி! 😊,Very Positive,Low,gratitude,Customer Service
2025-01-22T02:03:53,"Food was good, service could be faster.",Positive,Medium,satisfaction,Other
2025-01-22T02:52:08,உணவு அருமை! நன்றி!,Very Positive,Low,joy,Other
2025-01-22T03:46:49,Everything was perfect. Thank you!,Very Positive,Low,satisfaction,Cleanliness
2025-01-22T04:54:12,Everything was perfect. Thank you!,Very Positive,Medium,satisfaction,Other
2025-01-22T05:46:17,"Food was good, service could be faster.",Positive,High,satisfaction,Takeaway Issues
2025-01-22T06:02:00,Everything was perfect. Thank you!,Very Positive,Low,joy,Other
2025-01-22T06:46:47,Everything was perfect. Thank you!,Very Positive,Low,joy,Pricing
2025-01-22T07:43:38,Nice experience overall.,Positive,Low,satisfaction,Pricing
2025-01-22T09:35:18,Absolutely loved the food today!,Very Positive,Low,joy,Takeaway Issues
2025-01-22T11:43:17,අත්දැකීම සාමාන්‍යයෙන් හොඳයි.,Positive,Medium,joy,Food Quality
2025-01-22T12:00:56,Nice experience overall.,Positive,Low,satisfaction,Takeaway Issues
2025-01-22T12:20:02,Nice experience overall.,Positive,Low,joy,Other
2025-01-22T13:25:24,"ආහාරය රසයි, සේවාව තව හොඳ වෙන්න පුළුවන්.",Positive,Low,joy,Takeaway Issues
2025-01-22T13:25:36,අත්දැකීම සාමාන්‍යයෙන් හොඳයි.,Positive,Medium,joy,Cleanliness
2025-01-22T18:28:23,Absolutely loved the food today!,Very Positive,Medium,gratitude,Cleanliness
2025-01-22T20:14:41,අද සුපිරි අත්දැකීමක් ලැබුණා! ❤️,Very Positive,High,satisfaction,Food Quality
2025-01-22T20:48:12,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Low,joy,Other
2025-01-22T22:38:50,Nice experience overall.,Positive,Medium,satisfaction,Food Quality
2025-01-23T02:12:40,Everything was perfect. Thank you!,Very Positive,Low,gratitude,Pricing
2025-01-23T02:51:25,"Food was good, service could be faster.",Positive,High,joy,Food Quality
2025-01-23T03:33:25,"Had a great time, thanks!",Positive,Medium,joy,Food Quality
2025-01-23T03:45:21,Amazing service and delicious noodles!,Very Positive,Medium,joy,Takeaway Issues
2025-01-23T04:06:16,Everything was perfect. Thank you!,Very Positive,Low,satisfaction,Waiting Time
2025-01-23T04:53:57,மிகுந்த மகிழ்ச்சி! 😊,Very Positive,Medium,joy,Food Quality
2025-01-23T05:56:03,"Food was good, service could be faster.",Positive,Medium,joy,Pricing
2025-01-23T07:15:15,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Medium,satisfaction,Pricing
2025-01-23T07:30:52,Absolutely loved the food today!,Very Positive,Low,gratitude,Food Quality
2025-01-23T11:03:45,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Low,satisfaction,Waiting Time
2025-01-23T11:20:13,"Had a great time, thanks!",Positive,Low,joy,Takeaway Issues
2025-01-23T12:20:34,Nice experience overall.,Positive,High,satisfaction,Waiting Time
2025-01-23T13:04:06,Amazing service and delicious noodles!,Very Positive,Low,joy,Food Quality
2025-01-23T14:13:23,மிகுந்த மகிழ்ச்சி! 😊,Very Positive,Medium,gratitude,Waiting Time
2025-01-23T14:29:22,Nothing special to mention.,Neutral,Low,calm,Cleanliness
2025-01-23T15:06:29,"Food was good, service could be faster.",Positive,High,satisfaction,Cleanliness
2025-01-23T17:17:03,ආහාරය සුපිරියි! අතිශයින් සතුටුයි!,Very Positive,High,gratitude,Other
2025-01-23T17:44:19,மிகுந்த மகிழ்ச்சி! 😊,Very Positive,Low,gratitude,Waiting Time
2025-01-23T18:32:33,Absolutely loved the food today!,Very Positive,Low,gratitude,Delivery
2025-01-23T18:36:57,Everything was perfect. Thank you!,Very Positive,Medium,satisfaction,Cleanliness
2025-01-23T19:43:17,Absolutely loved the food today!,Very Positive,Low,gratitude,Customer Service
2025-01-23T21:06:32,"ආහාරය රසයි, සේවාව තව හොඳ වෙන්න පුළුවන්.",Positive,Medium,satisfaction,Pricing
2025-01-23T21:50:48,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Low,joy,Other
2025-01-23T23:18:33,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Medium,gratitude,Food Quality
2025-01-23T23:19:55,Everything was perfect. Thank you!,Very Positive,Low,joy,Cleanliness
2025-01-23T23:23:57,Everything was perfect. Thank you!,Very Positive,Medium,joy,Other
2025-01-24T02:44:17,Amazing service and delicious noodles!,Very Positive,Medium,gratitude,Pricing
2025-01-24T03:15:20,It was okay.,Neutral,Low,calm,Other
2025-01-24T03:19:56,Absolutely loved the food today!,Very Positive,Low,joy,Takeaway Issues
2025-01-24T09:11:44,Amazing service and delicious noodles!,Very Positive,Low,joy,Waiting Time
2025-01-24T10:07:18,Everything was perfect. Thank you!,Very Positive,Low,satisfaction,Delivery
2025-01-24T11:21:04,Amazing service and delicious noodles!,Very Positive,Low,satisfaction,Waiting Time
2025-01-24T11:34:30,අත්දැකීම සාමාන්‍යයෙන් හොඳයි.,Positive,Low,joy,Takeaway Issues
2025-01-24T12:39:45,Absolutely loved the food today!,Very Positive,Low,joy,Delivery
2025-01-24T17:21:38,Everything was perfect. Thank you!,Very Positive,Low,gratitude,Delivery
2025-01-24T17:48:05,Amazing service and delicious noodles!,Very Positive,Medium,satisfaction,Pricing
2025-01-24T21:23:31,හොඳ ආහාරයක් තිබුණා.,Positive,Low,joy,Pricing
2025-01-24T21:34:41,Nothing special to mention.,Neutral,Medium,calm,Delivery
2025-01-24T22:39:05,Everything was perfect. Thank you!,Very Positive,Medium,gratitude,Delivery
2025-01-24T23:52:13,අද සුපිරි අත්දැකීමක් ලැබුණා! ❤️,Very Positive,Medium,gratitude,Other
2025-01-24T23:54:19,Everything was perfect. Thank you!,Very Positive,Medium,gratitude,Other
2025-01-25T01:20:07,Nice experience overall.,Positive,Medium,joy,Other
2025-01-25T02:30:12,Amazing service and delicious noodles!,Very Positive,Low,gratitude,Delivery
2025-01-25T02:49:49,Amazing service and delicious noodles!,Very Positive,Low,gratitude,Takeaway Issues
2025-01-25T03:07:57,மிகுந்த மகிழ்ச்சி! 😊,Very Positive,Low,satisfaction,Delivery
2025-01-25T03:08:31,உணவு அருமை! நன்றி!,Very Positive,Low,gratitude,Pricing
2025-01-25T03:22:03,හොඳ ආහාරයක් තිබුණා.,Positive,Low,joy,Other
2025-01-25T05:03:46,Absolutely loved the food today!,Very Positive,Low,gratitude,Takeaway Issues
2025-01-25T05:30:41,Everything was perfect. Thank you!,Very Positive,Medium,gratitude,Delivery
2025-01-25T06:46:31,Absolutely loved the food today!,Very Positive,Medium,satisfaction,Cleanliness
2025-01-25T07:47:07,Absolutely loved the food today!,Very Positive,Low,joy,Food Quality
2025-01-25T08:07:22,"ආහාරය රසයි, සේවාව තව හොඳ වෙන්න පුළුවන්.",Positive,Low,joy,Other
2025-01-25T09:10:03,Amazing service and delicious noodles!,Very Positive,Low,joy,Takeaway Issues
2025-01-25T10:09:13,Absolutely loved the food today!,Very Positive,Medium,gratitude,Pricing
2025-01-25T10:23:10,Everything was perfect. Thank you!,Very Positive,Medium,satisfaction,Takeaway Issues
2025-01-25T12:02:18,අත්දැකීම සාමාන්‍යයෙන් හොඳයි.,Positive,Medium,joy,Other
2025-01-25T12:20:17,நல்ல சேவை மற்றும் சுவையான உணவு!,Very Positive,Low,joy,Cleanliness
2025-01-25T12:40:15,අද සුපිරි අත්දැකීමක් ලැබුණා! ❤️,Very Positive,Low,satisfaction,Delivery
2025-01-25T12:40:40,එකලස් කමක් නෑ.,Neutral,High,indifference,Pricing
2025-01-25T13:07:01,உணவு அருமை! நன்றி!,Very Positive,Medium,satisfaction,Waiting Time
2025-01-25T14:19:21,Absolutely loved the food today!,Very Positive,Low,gratitude,Other
2025-01-25T16:57:57,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Low,satisfaction,Other
2025-01-25T17:56:11,අද සුපිරි අත්දැකීමක් ලැබුණා! ❤️,Very Positive,Low,satisfaction,Takeaway Issues
2025-01-25T18:49:26,ආහාරය සුපිරියි! අතිශයින් සතුටුයි!,Very Positive,High,joy,Cleanliness
2025-01-25T19:16:59,බැරි ආයෙත් එන්න කියන්න.,Neutral,Medium,calm,Delivery
2025-01-25T23:15:53,Absolutely loved the food today!,Very Positive,Medium,gratitude,Other
2025-01-26T01:29:51,Average experience.,Neutral,Low,indifference,Other
2025-01-26T01:40:57,Absolutely loved the food today!,Very Positive,Low,satisfaction,Pricing
2025-01-26T01:51:16,"Had a great time, thanks!",Positive,Low,satisfaction,Cleanliness
2025-01-26T01:52:13,Everything was perfect. Thank you!,Very Positive,High,satisfaction,Cleanliness
2025-01-26T03:16:41,Amazing service and delicious noodles!,Very Positive,Low,gratitude,Takeaway Issues
2025-01-26T03:35:22,"Food was good, service could be faster.",Positive,Low,satisfaction,Customer Service
2025-01-26T03:42:43,நல்ல அனுபவம்.,Positive,Low,joy,Customer Service
2025-01-26T05:26:12,"Had a great time, thanks!",Positive,Low,joy,Takeaway Issues
2025-01-26T05:30:04,உணவு அருமை! நன்றி!,Very Positive,Medium,joy,Customer Service
2025-01-26T07:16:25,"Had a great time, thanks!",Positive,Low,satisfaction,Customer Service
2025-01-26T08:45:35,Absolutely loved the food today!,Very Positive,High,joy,Cleanliness
2025-01-26T10:15:15,சமிக்ஞை உணவு.,Positive,High,joy,Pricing
2025-01-26T10:17:28,உணவு அருமை! நன்றி!,Very Positive,Medium,satisfaction,Delivery
2025-01-26T10:18:20,Everything was perfect. Thank you!,Very Positive,Low,satisfaction,Customer Service
2025-01-26T14:31:42,Absolutely loved the food today!,Very Positive,Medium,gratitude,Takeaway Issues
2025-01-26T17:27:01,Absolutely loved the food today!,Very Positive,Low,satisfaction,Cleanliness
2025-01-26T17:47:05,ආහාරය සුපිරියි! අතිශයින් සතුටුයි!,Very Positive,Low,gratitude,Food Quality
2025-01-26T18:27:47,Absolutely loved the food today!,Very Positive,Low,satisfaction,Waiting Time
2025-01-26T18:33:32,"Food was good, service could be faster.",Positive,Low,satisfaction,Delivery
2025-01-26T22:10:52,Amazing service and delicious noodles!,Very Positive,Low,satisfaction,Delivery
2025-01-26T22:19:30,Everything was perfect. Thank you!,Very Positive,High,satisfaction,Customer Service
2025-01-26T22:48:24,Amazing service and delicious noodles!,Very Positive,Low,joy,Cleanliness
2025-01-26T23:05:06,අද සුපිරි අත්දැකීමක් ලැබුණා! ❤️,Very Positive,High,satisfaction,Delivery
2025-01-26T23:21:59,"Had a great time, thanks!",Positive,Low,joy,Waiting Time
2025-01-26T23:30:07,අද සුපිරි අත්දැකීමක් ලැබුණා! ❤️,Very Positive,Low,satisfaction,Customer Service
2025-01-26T23:56:24,අද සුපිරි අත්දැකීමක් ලැබුණා! ❤️,Very Positive,Low,gratitude,Waiting Time
2025-01-27T00:30:03,Absolutely loved the food today!,Very Positive,Low,gratitude,Cleanliness
2025-01-27T02:25:08,மிகுந்த மகிழ்ச்சி! 😊,Very Positive,Low,joy,Takeaway Issues
2025-01-27T03:22:16,Nice experience overall.,Positive,Medium,satisfaction,Delivery
2025-01-27T03:26:33,Everything was perfect. Thank you!,Very Positive,Medium,joy,Waiting Time
2025-01-27T03:28:43,Everything was perfect. Thank you!,Very Positive,Medium,joy,Customer Service
2025-01-27T06:03:44,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Low,joy,Other
2025-01-27T06:07:06,Everything was perfect. Thank you!,Very Positive,Medium,joy,Waiting Time
2025-01-27T07:31:42,"ආහාරය රසයි, සේවාව තව හොඳ වෙන්න පුළුවන්.",Positive,High,joy,Delivery
2025-01-27T08:57:00,Amazing service and delicious noodles!,Very Positive,Low,satisfaction,Customer Service
2025-01-27T09:31:14,"Had a great time, thanks!",Positive,Medium,joy,Customer Service
2025-01-27T10:29:41,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Low,gratitude,Delivery
2025-01-27T10:33:48,Everything was perfect. Thank you!,Very Positive,High,satisfaction,Food Quality
2025-01-27T11:38:35,Nothing special to mention.,Neutral,Medium,calm,Takeaway Issues
2025-01-27T12:45:13,හොඳ ආහාරයක් තිබුණා.,Positive,Low,satisfaction,Food Quality
2025-01-27T14:09:18,Absolutely loved the food today!,Very Positive,High,satisfaction,Waiting Time
2025-01-27T14:28:57,It was okay.,Neutral,Medium,calm,Takeaway Issues
2025-01-27T14:53:43,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Medium,gratitude,Food Quality
2025-01-27T17:24:04,Nice experience overall.,Positive,Low,satisfaction,Food Quality
2025-01-27T17:57:09,Absolutely loved the food today!,Very Positive,Low,joy,Food Quality
2025-01-27T22:31:24,"சரி தான், ஆனால் சிறிது மேம்பாடு தேவை.",Positive,High,joy,Waiting Time
2025-01-27T23:56:40,බැරි ආයෙත් එන්න කියන්න.,Neutral,Low,calm,Takeaway Issues
2025-01-28T00:05:59,Everything was perfect. Thank you!,Very Positive,Low,satisfaction,Delivery
2025-01-28T00:18:58,Absolutely loved the food today!,Very Positive,Low,gratitude,Waiting Time
2025-01-28T00:24:03,Amazing service and delicious noodles!,Very Positive,High,gratitude,Takeaway Issues
2025-01-28T01:33:21,"Food was good, service could be faster.",Positive,Low,satisfaction,Other
2025-01-28T01:36:59,Nice experience overall.,Positive,Low,satisfaction,Waiting Time
2025-01-28T01:37:04,Amazing service and delicious noodles!,Very Positive,Low,joy,Food Quality
2025-01-28T02:01:50,Amazing service and delicious noodles!,Very Positive,Low,satisfaction,Pricing
2025-01-28T02:20:29,Absolutely loved the food today!,Very Positive,Low,satisfaction,Other
2025-01-28T02:47:33,It was okay.,Neutral,Low,indifference,Pricing
2025-01-28T03:26:01,நல்ல சேவை மற்றும் சுவையான உணவு!,Very Positive,Medium,joy,Pricing
2025-01-28T03:46:24,Absolutely loved the food today!,Very Positive,Medium,gratitude,Food Quality
2025-01-28T06:19:12,"Food was good, service could be faster.",Positive,Low,joy,Pricing
2025-01-28T06:37:31,Everything was perfect. Thank you!,Very Positive,Medium,satisfaction,Food Quality
2025-01-28T07:57:47,Amazing service and delicious noodles!,Very Positive,Medium,satisfaction,Cleanliness
2025-01-28T09:18:35,Amazing service and delicious noodles!,Very Positive,Medium,gratitude,Delivery
2025-01-28T10:33:34,"Food was good, service could be faster.",Positive,High,joy,Waiting Time
2025-01-28T10:41:38,"ආහාරය රසයි, සේවාව තව හොඳ වෙන්න පුළුවන්.",Positive,Medium,satisfaction,Takeaway Issues
2025-01-28T11:32:19,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Low,gratitude,Waiting Time
2025-01-28T11:52:38,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Medium,satisfaction,Pricing
2025-01-28T13:03:24,Nice experience overall.,Positive,Medium,joy,Cleanliness
2025-01-28T13:57:18,Nice experience overall.,Positive,Medium,joy,Takeaway Issues
2025-01-28T14:45:42,Absolutely loved the food today!,Very Positive,Medium,satisfaction,Customer Service
2025-01-28T15:40:58,"Had a great time, thanks!",Positive,Low,satisfaction,Customer Service
2025-01-28T15:48:37,Everything was perfect. Thank you!,Very Positive,Low,gratitude,Takeaway Issues
2025-01-28T17:31:25,Everything was perfect. Thank you!,Very Positive,Medium,satisfaction,Takeaway Issues
2025-01-28T20:18:52,සාමාන්‍යම හැමදේම.,Neutral,Low,indifference,Cleanliness
2025-01-28T21:37:28,Average experience.,Neutral,Medium,calm,Cleanliness
2025-01-28T22:55:02,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Medium,gratitude,Delivery
2025-01-29T00:23:15,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Medium,satisfaction,Delivery
2025-01-29T00:50:55,நல்ல சேவை மற்றும் சுவையான உணவு!,Very Positive,Low,satisfaction,Other
2025-01-29T00:55:53,Absolutely loved the food today!,Very Positive,Low,gratitude,Other
2025-01-29T03:10:53,"Had a great time, thanks!",Positive,Low,satisfaction,Pricing
2025-01-29T03:31:56,Absolutely loved the food today!,Very Positive,Low,satisfaction,Customer Service
2025-01-29T03:39:45,"Food was good, service could be faster.",Positive,Low,satisfaction,Food Quality
2025-01-29T04:20:59,Absolutely loved the food today!,Very Positive,Low,gratitude,Cleanliness
2025-01-29T05:12:04,Amazing service and delicious noodles!,Very Positive,Low,gratitude,Cleanliness
2025-01-29T06:24:48,"ආහාරය රසයි, සේවාව තව හොඳ වෙන්න පුළුවන්.",Positive,Low,joy,Customer Service
2025-01-29T09:29:09,"Had a great time, thanks!",Positive,Low,satisfaction,Food Quality
2025-01-29T09:41:03,Amazing service and delicious noodles!,Very Positive,Low,satisfaction,Waiting Time
2025-01-29T09:52:15,Absolutely loved the food today!,Very Positive,Low,gratitude,Delivery
2025-01-29T10:55:03,බැරි ආයෙත් එන්න කියන්න.,Neutral,Medium,calm,Customer Service
2025-01-29T12:01:39,Nice experience overall.,Positive,Low,satisfaction,Waiting Time
2025-01-29T12:10:25,நல்ல சேவை மற்றும் சுவையான உணவு!,Very Positive,Low,satisfaction,Cleanliness
2025-01-29T13:18:03,ආහාරය සුපිරියි! අතිශයින් සතුටුයි!,Very Positive,Low,joy,Cleanliness
2025-01-29T13:44:30,Amazing service and delicious noodles!,Very Positive,Low,gratitude,Waiting Time
2025-01-29T14:02:49,Amazing service and delicious noodles!,Very Positive,High,satisfaction,Cleanliness
2025-01-29T14:23:40,"Food was good, service could be faster.",Positive,Low,satisfaction,Food Quality
2025-01-29T18:17:43,ආහාරය සුපිරියි! අතිශයින් සතුටුයි!,Very Positive,Low,gratitude,Waiting Time
2025-01-29T19:01:40,Absolutely loved the food today!,Very Positive,Low,joy,Takeaway Issues
2025-01-29T20:45:01,Nothing special to mention.,Neutral,High,calm,Food Quality
2025-01-29T21:04:01,உணவு அருமை! நன்றி!,Very Positive,Medium,joy,Delivery
2025-01-29T21:08:17,Absolutely loved the food today!,Very Positive,High,joy,Food Quality
2025-01-29T22:11:32,බැරි ආයෙත් එන්න කියන්න.,Neutral,High,indifference,Other
2025-01-29T23:35:59,Absolutely loved the food today!,Very Positive,Low,satisfaction,Pricing
2025-01-30T01:17:29,"Food was good, service could be faster.",Positive,Medium,satisfaction,Food Quality
2025-01-30T01:57:47,Absolutely loved the food today!,Very Positive,Medium,gratitude,Customer Service
2025-01-30T02:58:58,Everything was perfect. Thank you!,Very Positive,Low,gratitude,Delivery
2025-01-30T03:19:38,Nothing special to mention.,Neutral,Low,indifference,Food Quality
2025-01-30T04:42:20,Absolutely loved the food today!,Very Positive,Medium,joy,Cleanliness
2025-01-30T06:29:54,நல்ல சேவை மற்றும் சுவையான உணவு!,Very Positive,High,gratitude,Food Quality
2025-01-30T09:27:56,ආහාරය සුපිරියි! අතිශයින් සතුටුයි!,Very Positive,Medium,gratitude,Other
2025-01-30T11:24:38,එකලස් කමක් නෑ.,Neutral,Medium,indifference,Other
2025-01-30T13:36:20,"Food was good, service could be faster.",Positive,Medium,joy,Other
2025-01-30T13:48:54,Absolutely loved the food today!,Very Positive,Medium,joy,Pricing
2025-01-30T14:55:35,"Food was good, service could be faster.",Positive,Low,satisfaction,Cleanliness
2025-01-30T15:43:07,Amazing service and delicious noodles!,Very Positive,Low,joy,Cleanliness
2025-01-30T16:52:37,Everything was perfect. Thank you!,Very Positive,Low,joy,Waiting Time
2025-01-30T18:06:00,விசேஷம் எதுவும் இல்லை.,Neutral,Medium,calm,Food Quality
2025-01-30T19:16:50,Absolutely loved the food today!,Very Positive,Low,joy,Cleanliness
2025-01-30T19:27:55,Amazing service and delicious noodles!,Very Positive,Low,gratitude,Food Quality
2025-01-30T19:56:43,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Low,joy,Cleanliness
2025-01-30T22:06:20,சமிக்ஞை உணவு.,Positive,Low,satisfaction,Waiting Time
2025-01-30T22:10:52,Absolutely loved the food today!,Very Positive,Low,joy,Pricing
2025-01-31T00:13:33,நல்ல அனுபவம்.,Positive,Medium,satisfaction,Customer Service
2025-01-31T01:14:05,හරිම රසයි. ස්තුතියි! 😊,Very Positive,Medium,gratitude,Delivery
2025-01-31T02:44:08,Amazing service and delicious noodles!,Very Positive,Medium,satisfaction,Customer Service
2025-01-31T03:15:15,අත්දැකීම සාමාන්‍යයෙන් හොඳයි.,Positive,Low,joy,Customer Service
2025-01-31T03:39:14,It was okay.,Neutral,Medium,calm,Pricing
2025-01-31T04:34:20,Everything was perfect. Thank you!,Very Positive,Low,satisfaction,Customer Service
2025-01-31T05:08:52,"Food was good, service could be faster.",Positive,Low,satisfaction,Waiting Time
2025-01-31T05:46:10,Everything was perfect. Thank you!,Very Positive,Medium,gratitude,Takeaway Issues
2025-01-31T05:47:20,மிகுந்த மகிழ்ச்சி! 😊,Very Positive,Low,joy,Other
2025-01-31T06:18:11,"Food was good, service could be faster.",Positive,Low,joy,Takeaway Issues
2025-01-31T07:48:10,It was okay.,Neutral,Low,indifference,Other
2025-01-31T09:40:28,"சரி தான், ஆனால் சிறிது மேம்பாடு தேவை.",Positive,Low,satisfaction,Pricing
2025-01-31T09:51:50,අද සුපිරි අත්දැකීමක් ලැබුණා! ❤️,Very Positive,Low,gratitude,Food Quality
2025-01-31T12:00:45,Nice experience overall.,Positive,Low,joy,Cleanliness
2025-01-31T12:35:50,Everything was perfect. Thank you!,Very Positive,Low,gratitude,Takeaway Issues
2025-01-31T13:11:53,Amazing service and delicious noodles!,Very Positive,Low,joy,Delivery
2025-01-31T14:07:06,Absolutely loved the food today!,Very Positive,Low,joy,Cleanliness
2025-01-31T14:37:40,Absolutely loved the food today!,Very Positive,Low,satisfaction,Waiting Time
2025-01-31T14:41:47,Nothing special to mention.,Neutral,Medium,indifference,Food Quality
2025-01-31T15:22:29,Amazing service and delicious noodles!,Very Positive,High,satisfaction,Takeaway Issues
2025-01-31T15:35:24,"Food was good, service could be faster.",Positive,High,joy,Customer Service
2025-01-31T18:28:31,Everything was perfect. Thank you!,Very Positive,Medium,gratitude,Customer Service
2025-01-31T18:42:10,"Had a great time, thanks!",Positive,Medium,joy,Pricing
2025-01-31T19:18:35,Nice experience overall.,Positive,Low,joy,Other
2025-01-31T19:27:10,Absolutely loved the food today!,Very Positive,Low,gratitude,Pricing
2025-01-31T20:21:55,ආහාරය සුපිරියි! අතිශයින් සතුටුයි!,Very Positive,Low,gratitude,Waiting Time
2025-01-31T20:27:29,Absolutely loved the food today!,Very Positive,Low,gratitude,Takeaway Issues
2025-01-31T20:56:19,"Food was good, service could be faster.",Positive,Medium,satisfaction,Pricing
2025-01-31T21:18:44,Everything was perfect. Thank you!,Very Positive,Low,gratitude,Other
2025-01-31T21:46:51,Amazing service and delicious noodles!,Very Positive,Low,gratitude,Cleanliness
2025-01-31T22:36:12,Amazing service and delicious noodles!,Very Positive,Low,gratitude,Cleanliness
2025-01-31T22:45:59,நல்ல சேவை மற்றும் சுவையான உணவு!,Very Positive,Medium,satisfaction,Waiting Time
2025-01-31T23:56:03,"Had a great time, thanks!",Positive,Medium,joy,Cleanliness
2025-02-01T00:39:19,Everything was perfect. Thank you!,Very Positive,Medium,satisfaction,Cleanliness
2025-02-01T00:41:21,Everything was perfect. Thank you!,Very Positive,High,gratitude,Food Quality
2025-02-01T00:42:19,Absolutely loved the food today!,Very Positive,Low,joy,Pricing
2025-02-01T00:43:14,Everything was perfect. Thank you!,Very Positive,Low,joy,Food Quality
2025-02-01T01:08:52,Absolutely loved the food today!,Very Positive,Low,joy,Pricing
2025-02-01T02:03:02,හොඳ ආහාරයක් තිබුණා.,Positive,Medium,joy,Food Quality
2025-02-01T03:31:30,Absolutely loved the food today!,Very Positive,High,gratitude,Waiting Time
2025-02-01T03:44:25,"Had a great time, thanks!",Positive,Low,satisfaction,Food Quality
2025-02-01T04:00:56,ආහාරය සුපිරියි! අතිශයින් සතුටුයි!,Very Positive,Low,joy,Pricing
2025-02-01T06:14:47,Amazing service and delicious noodles!,Very Positive,High,gratitude,Other
2025-02-01T07:23:17,Amazing service and delicious noodles!,Very Positive,Low,joy,Cleanliness
2025-02-01T07:29:09,ආහාරය සුපිරියි! අතිශයින් සතුටුයි!,Very Positive,Low,joy,Takeaway Issues
2025-02-01T07:46:48,Absolutely loved the food today!,Very Positive,Low,gratitude,Customer Service
2025-02-01T08:16:40,Absolutely loved the food today!,Very Positive,Low,joy,Waiting Time
2025-02-01T10:41:44,Amazing service and delicious noodles!,Very Positive,Medium,gratitude,Waiting Time
2025-02-01T12:56:20,Nice experience overall.,Positive,Medium,joy,Takeaway Issues
2025-02-01T13:47:31,Absolutely loved the food today!,Very Positive,Medium,joy,Other
2025-02-01T14:55:51,It was okay.,Neutral,Medium,indifference,Cleanliness
2025-02-01T16:40:56,உணவு அருமை! நன்றி!,Very Positive,Low,satisfaction,Delivery
2025-02-01T16:45:45,අත්දැකීම සාමාන්‍යයෙන් හොඳයි.,Positive,Medium,joy,Cleanliness
